no,page,supplier_agent,supplier_valid_until,product_materials,product_type,classification,brand,attachment_urls,source_url
52,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,Volumetric Piston Water Meter,A [Measuring Device],WATER METER,MINCH,https://water.sabah.gov.my/sites/default/files/uploads/products/23425/sijil-website-jans2025114-cel-biochem-sdn-bhd-volumetric-piston-water-meter.pdf,https://water.sabah.gov.my/products?page=1
53,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,Mechanical Bulk Water Meter,A [Measuring Device],METER,"MINCH, NOVI, AFN",https://water.sabah.gov.my/sites/default/files/uploads/products/23424/sijil-website-jans2025113-cel-biochem-sdn-bhd-mechanical-bulk-water-meter.pdf,https://water.sabah.gov.my/products?page=1
54,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,Chlorine Dosing Equipment,B [Water Treatment Equipment],Chlorine Dosing Equipment,WALLACE & TIERNAN BY EVOQUA WATER TECHNOLOGIES,https://water.sabah.gov.my/sites/default/files/uploads/products/23423/sijil-website-jans2025112-cel-biochem-sdn-bhd-chlorine-dosing-equipment.pdf,https://water.sabah.gov.my/products?page=1
55,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,HYDRATED LIME,B [Water],HYDRATED LIME,LION BRAND,https://water.sabah.gov.my/sites/default/files/uploads/products/23422/sijil-website-jans2025111-cel-biochem-sdn-bhd-hydrated-lime.pdf,https://water.sabah.gov.my/products?page=1
56,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,LIQUID CHLORINE,B [Water],LIQUID CHLORINE,CHLORINE CCM,https://water.sabah.gov.my/sites/default/files/uploads/products/23421/sijil-website-jans2025110-cel-biochem-sdn-bhd-ccm.pdf,https://water.sabah.gov.my/products?page=1
57,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,ALUMINIUM SULPHATE,B [Water],Aluminium Sulphate,ALUMINIUM SULPHATE,https://water.sabah.gov.my/sites/default/files/uploads/products/23420/sijil-website-jans2025109-cel-biochem-sdn-bhd-aluminium-sulphate-2.pdf,https://water.sabah.gov.my/products?page=1
58,1,"CEL BIOCHEM SDN BHD Lot 13A-02, 2nd Floor, Wisma Langat, Towering Industry Centre, Jalan Penampang, 88200 Kota Kinabalu, Sabah",18-08-2027,ALUMINIUM SULPHATE,B [Water],Aluminium Sulphate,ALUMINIUM SULPHATE,https://water.sabah.gov.my/sites/default/files/uploads/products/23419/sijil-website-jans2025108-cel-biochem-sdn-bhd-aluminium-sulphate-1.pdf,https://water.sabah.gov.my/products?page=1
59,1,"VANDTECH SYSTEMS SDN BHD E-2-22, IOI Boulevard, Jalan Kenari 5, 47170 Bandar Puchong Jaya, Selangor",18-08-2027,ELECTRO CHLORINATION SYSTEM - BRINE,B [Water Treatment Equipment],ELECTROCHLORINATION,WALLACE & TIERNAN,https://water.sabah.gov.my/sites/default/files/uploads/products/23418/sijil-website-jans2025107-vantech-systems-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=1
60,1,"PREMIER WATER SERVICES SDN BHD No.14, Jalan Kerawang U8/108, Persiaran Tekno Jelutong, Seksyen U8, Bukit Jelutong, 40150 Shah Alam, Selangor",18-08-2027,Electromagnetic Meter,B [Measuring Device],METER,AICHI TOKEI DENKI,https://water.sabah.gov.my/sites/default/files/uploads/products/23417/sijil-website-jans2025106-primier-water-services-sdn-bhd-aichi-tokei-denki.pdf,https://water.sabah.gov.my/products?page=1
61,2,"PREMIER WATER SERVICES SDN BHD No.14, Jalan Kerawang U8/108, Persiaran Tekno Jelutong, Seksyen U8, Bukit Jelutong, 40150 Shah Alam, Selangor",18-08-2027,CUSTODY TRANSFER METER,A [Measuring Device],METER,Diehl Metering,https://water.sabah.gov.my/sites/default/files/uploads/products/23416/sijil-website-jans2025105abcd-primier-water-services-sdn-bhd-hydrus-type-174.pdf,https://water.sabah.gov.my/products?page=2
62,2,"PREMIER WATER SERVICES SDN BHD No.14, Jalan Kerawang U8/108, Persiaran Tekno Jelutong, Seksyen U8, Bukit Jelutong, 40150 Shah Alam, Selangor",18-08-2027,CUSTODY TRANSFER METER,A [Measuring Device],METER,Diehl Metering,https://water.sabah.gov.my/sites/default/files/uploads/products/23415/sijil-website-jans2025104abc-primier-water-services-sdn-bhd-diehl-metering-altair-v4.pdf,https://water.sabah.gov.my/products?page=2
63,2,"LEO PUMP ENGINEERING (MALAYSIA) SDN BHD 21&23, Jalan USJ 1/31, 47600 Subang Jaya,Selangor Darul Ehsan",18-08-2027,CENTRIFUGAL PUMP,B [Flow Control],Pump,LEO,https://water.sabah.gov.my/sites/default/files/uploads/products/23414/sijil-website-jans2025103-leo-pump-engineering-malaysia-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
64,2,"ACTTEC SYSTEMS SDN BHD Lot 517537, Jalan Lahat, Taman Perindustrian Perabot Negeri Perak, 31550 Pusing, Perak Darul Ridzuan",18-08-2027,ACTUATOR,B [Instrumentation and Control],Actuator,ACTTEC,https://water.sabah.gov.my/sites/default/files/uploads/products/23413/sijil-website-jans2025102-acttec-systems-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
65,2,"KROHNE (M) SDN BHD Axis Business Campus, Unit G.01, Block B, No: 13A & 13B, Jalan 225, Seksyen 51A, 46100 Petaling Jaya, Selangor Darul Ehsan",20-02-2027,ELECTROMAGNETIC FLOWMETER,B - [WATER],FLOW METER,KROHNE,https://water.sabah.gov.my/sites/default/files/uploads/products/23390/jans202512-khrone.pdf,https://water.sabah.gov.my/products?page=2
66,2,"KINDRACO HARDWARE SDN BHD Lot 1557, Kampung Jaya Industrial Area, Jalan Kusta, 47000 Sungai Buloh, Selangor Darul Ehsan, Malaysia",20-02-2027,FITTINGS,A [Conveyance of Water],FITTINGS,"K, KINDRACO, K, KINDRACO, MTN",https://water.sabah.gov.my/sites/default/files/uploads/products/23389/jans202511a-kindraco-hardware-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/23389/jans202511b-kindraco-hardware-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/23389/jans202511a-kindraco-hardware-sdn-bhd.pdf | https://water.sabah.gov.my/sites/default/files/uploads/products/23389/jans202511b-kindraco-hardware-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
67,2,"SULZER PUMPS WASTEWATER MALAYSIA SDN BHD Block F, Lot 557, Jalan Subang 3, Subang Jaya Industrial  Estate, 47610, Subang Jaya, Selangor",20-02-2027,PUMP,B [Flow Control],Pump,SULZER,https://water.sabah.gov.my/sites/default/files/uploads/products/23388/jans202510-sulzer-pumps-wastewater-malaysia-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
68,2,"AWT FUSION SDN BHD Lot N0 12, Jalan Sungai Chadong 8, Batu 5 1/2 Mile, Jalan Kapar, 42100 Klang, Selangor Darul Ehsan.",20-02-2027,FITTINGS,A [Conveyance of Water],FITTINGS,FUSAMATIC,https://water.sabah.gov.my/sites/default/files/uploads/products/23387/jans202509-awt-fusion-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
69,2,"SOLIDIUM (SABAH) SDN BHD No 31, Lorong 1C, KKIP Selatan, IZ2 (RFB), 88460 Kota Kinabalu, Sabah",20-02-2027,ELECTROCHLORINATION,B [Water Treatment Equipment],ELECTROCHLORINATION [EC],VODES,https://water.sabah.gov.my/sites/default/files/uploads/products/23386/jans202508-solidium-sabah-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
70,2,"SYNCHONG HOE ENGINEERING SDN BHD Lot 750, MK 19, Jalan Lunas, Mengkuang Titi, Kubang Semang, 14000 Bukit Mertajam, Pulau",20-02-2027,FITTINGS,A [Conveyance of Water],FITTINGS,CHE,https://water.sabah.gov.my/sites/default/files/uploads/products/23385/jans202507-synchong-hoe-engineering-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
71,2,"CMPC SDN BHD 44, Level 6, Jalan Utusan (Jalan 5) Off Jalan Chan Sow Lin, 55200 Kuala Lumpur",20-02-2027,LINING / COATING,B - [Lining/ Coating/ Sealent/ Waterproofing/ Adhersive/ Solvent Cement],LINING/COATING,CM GARD,https://water.sabah.gov.my/sites/default/files/uploads/products/23384/jans202506-cmpc-sdn-bhd-gm-card.pdf,https://water.sabah.gov.my/products?page=2
72,2,"CMPC SDN BHD 44, Level 6, Jalan Utusan (Jalan 5) Off Jalan Chan Sow Lin, 55200 Kuala Lumpur",20-02-2027,Adhersive - Tape,B - [Lining/ Coating/ Sealent/ Waterproofing/ Adhersive/ Solvent Cement],ADHERSIVE,AIWC,https://water.sabah.gov.my/sites/default/files/uploads/products/23383/jans202505-cmpc-sdn-bhd-aiwc.pdf,https://water.sabah.gov.my/products?page=2
73,2,"BINA PLASTIC INDUSTRIES SDN BHD Lot 4844, Balakong New Village Industrial Estate, 43300 Seri Kembangan, Selangor",20-02-2027,FITTINGS,A [Conveyance of Water],FITTINGS,BBB,https://water.sabah.gov.my/sites/default/files/uploads/products/23382/jans202504-bina-plastic-industries-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
74,2,"NETZSCH (MALAYSIA) SDN BHD NO 6, Jalan Astaka U8/88B, Bukit Jelutong, 40150 , Shah Alam, Selangor , Malaysia",20-02-2027,Netzsch Pump & System,B [Sludge Treatment],Pump,TORNADO,https://water.sabah.gov.my/sites/default/files/uploads/products/23381/jans202503-netzsch-malaysia-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
75,2,"OKM VALVE (M) SDN BHD NO 7, Jalan Sungai Kayu ARA 32/3, Berjaya Industrial Park 40460, Shah Alam, Selangor Darul Ehsan, Malaysia",20-02-2027,VALVES,A [Flow Control],VALVES,OKM,https://water.sabah.gov.my/sites/default/files/uploads/products/23380/jans202502-okm-valve-m-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
76,2,"AHF INDUSTRIES SDN BHD No.5, Jalan USJ 1/31, Taman Subang Permai, 47500 Subang Jaya, Selangor",20-02-2027,ACTUATOR,B [Instrumentation and Control],Actuator,i-TORK,https://water.sabah.gov.my/sites/default/files/uploads/products/23379/jans202501-ahf-industries-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
77,2,"AWT FUSION SDN BHD No. 43, Lorong Sungai Puloh 1A/KU6, Taman Teknologi Gemilang, Kawasan Perindustrian Sungai Puloh, 42100 Klang, Selangor Darul Ehsan",17-06-2027,POLYETHYLENE (PE / HDPE) FITTINGS,A [Conveyance of Water],FITTINGS,FUSAMATIC,https://water.sabah.gov.my/sites/default/files/uploads/products/23378/jans2025101-awt-fusion-sdn-bhd-fusamatic.pdf,https://water.sabah.gov.my/products?page=2
78,2,"JEFFCON ENGINEERING SDN BHD No. 4, Jalan Anggerik Mokara 31/53, Seksyen 31, Kota Kemuning, 40460 Shah Alam, Selangor",17-06-2027,SUBMERSIBLE MIXER,B - [WATER],Mixer,HEXA,https://water.sabah.gov.my/sites/default/files/uploads/products/23376/jans202599ab-jeffcon-engineering-sdn-bhd-submersible-mixer.pdf,https://water.sabah.gov.my/products?page=2
79,2,"JEFFCON ENGINEERING SDN BHD No. 4, Jalan Anggerik Mokara 31/53, Seksyen 31, Kota Kemuning, 40460 Shah Alam, Selangor",17-06-2027,ROOTS BLOWER,B - [WATER],ROOTS BLOWER,HEXA,https://water.sabah.gov.my/sites/default/files/uploads/products/23375/jans202598-jeffcon-engineering-sdn-bhd-roots-blower.pdf,https://water.sabah.gov.my/products?page=2
80,2,"JEFFCON ENGINEERING SDN BHD No. 4, Jalan Anggerik Mokara 31/53, Seksyen 31, Kota Kemuning, 40460 Shah Alam, Selangor",17-06-2027,ELECTROMAGNETIC FLOWMETER,B - [WATER],FLOW METER,HEXA,https://water.sabah.gov.my/sites/default/files/uploads/products/23374/jans202597-jeffcon-engineering-sdn-bhd-flowmeter.pdf,https://water.sabah.gov.my/products?page=2
81,2,"KSB MALAYSIA PUMPS & VALVES SDN BHD Lot 9B, Jalan Sungai Kayu Ara 32/37 Taman Perusahaan Berjaya Seksyen 32 40460 Shah Alam Selangor Darul Ehsan",17-06-2027,PUMP,B - [WATER],Pump,KSB,https://water.sabah.gov.my/sites/default/files/uploads/products/23373/jans202596-ksb-malaysia-pumps-valves-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
82,2,"SOLIDUM (SABAH) SDN BHD No.31, Lorong 1C, KKIP Selatan, IZ2 (RFB), Kota Kinabalu Industrial Park, 88460 Kota Kinabalu, Sabah",17-06-2027,LIQUID POLYALUMINIUM CHLORIDE (PAC),A [Conveyance of Water],Liquid Polyaluminium Chloride,AQUAGEL,https://water.sabah.gov.my/sites/default/files/uploads/products/23372/jans202595-solidium-sabah-sdn-bhd.pdf,https://water.sabah.gov.my/products?page=2
83,2,"MOLECOR (SEA) SDN BHD 2-05, Menara Uac, No 12, Jalan Pju 7/5, Mutiara Damansara, 47800 Petaling Jaya, Selangor",17-05-2027,ORIENTED UNPLASTICIZED POLYVINYL CHLORIDE (PVC-O) FITTINGS,A [Conveyance of Water],FITTINGS,ecoFITTOM®,https://water.sabah.gov.my/sites/default/files/uploads/products/23371/jans202594-molecor-tecnologia-sl.pdf,https://water.sabah.gov.my/products?page=2
84,2,"YEW LEAN FOUNDRY & CO SDN BHD 2432, Tingkat Perusahaan Enam, Prai Industrial Estate, 13600 Prai, Pulau  Pinang",17-06-2027,DUCTILE IRON (DI) PIPES & FITTINGS,A [Conveyance of Water],PIPE & FITTINGS,YL,https://water.sabah.gov.my/sites/default/files/uploads/products/23370/jans202593ab-yew-lean-foundry-co-sdn-bhd-c.pdf,https://water.sabah.gov.my/products?page=2
